1881089711	72.95	None
1990000002205	8.0	None
1990000002205	8.0	None
1990000002205	8.0	None
1990000002366	8.95	None
1990000005381	12.95	None
1990000005398	15.0	None
9210921689401	6.0	None
9210921689401	6.0	None
9780061806360	14.99	None
9780062276179	19.99	None
9780062276179	19.99	None
9780062397348	19.99	None
9780099520481	13.95	None
9780099520481	13.95	None
9780099520481	13.95	None
9780140587647	20.0	None
9780143129677	17.0	None
9780156262248	14.95	None
9780199739967	16.95	None
9780199756971	16.95	None
9780231079891	24.95	None
9780231122450	27.0	None
9780231146111	19.95	None
9780231153980	22.0	None
9780231167277	18.95	None
9780231168816	27.0	None
9780252082542	28.0	None
9780262072892	22.0	None
9780262533287	19.95	None
9780262633376	28.95	None
9780262692267	22.0	None
9780297858287	5.95	None
9780297858287	5.95	None
9780297858287	5.95	None
9780300100914	7.5	None
9780300100914	7.5	None
9780300100914	7.5	None
9780300100914	7.5	None
9780300118056	25.0	None
9780300118056	25.0	None
9780300120578	28.0	None
9780300167917	22.0	None
9780300168013	26.0	None
9780300168013	26.0	None
9780300169171	25.0	None
9780300172317	25.0	None
9780300216790	22.0	None
9780300216929	16.0	None
9780316322423	16.0	None
9780374289355	25.0	None
9780385049603	5.0	None
9780393088809	35.0	None
9780399579660	18.99	None
9780415918244	9.95	None
9780415991407	57.95	None
9780470843314	75.0	None
9780470843314	75.0	None
9780500283646	5.0	None
9780520248229	15.95	9.57
9780520254060	29.95	None
9780520256569	16.95	None
9780520262065	26.95	None
9780520272903	24.95	None
9780520275768	29.95	None
9780520282285	26.95	None
9780520282759	29.95	None
9780520293267	22.95	None
9780520293281	27.95	None
9780544379800	25.0	None
9780547534251	6.95	None
9780547750316	15.95	None
9780553447453	17.0	None
9780670076598	32.95	None
9780691126159	31.95	None
9780712357357	35.0	None
9780743297790	11.95	None
9780743297790	11.95	None
9780745329703	7.0	None
9780745329703	7.0	None
9780745329703	7.0	None
9780745336220	24.0	None
9780747563891	5.0	None
9780778804994	24.95	None
9780785833796	9.99	None
9780802130624	16.0	None
9780802132130	16.0	None
9780806125299	24.95	None
9780807094600	16.0	None
9780809318681	5.0	None
9780812218992	24.95	None
9780812219319	18.95	None
9780813526102	1.99	None
9780813526379	22.0	None
9780813529608	5.95	None
9780813529608	5.95	None
9780814326459	19.95	None
9780814326893	34.95	None
9780814725337	24.0	None
9780814727690	22.0	None
9780814760284	20.0	None
9780815412250	5.0	None
9780816614028	19.95	None
9780819566607	24.95	None
9780821414675	6.95	None
9780822319238	22.95	None
9780822319238	22.95	None
9780822321989	12.95	None
9780822322436	27.95	None
9780822322641	22.95	None
9780822322641	22.95	None
9780822322641	22.95	None
9780822334132	27.95	None
9780822334132	27.95	None
9780822341154	21.95	None
9780822342816	28.95	None
9780822343868	24.95	None
9780822349778	22.95	None
9780822349860	27.95	None
9780822351115	25.95	None
9780822351115	25.95	None
9780822353621	30.95	None
9780822353737	23.95	None
9780822354215	22.95	None
9780822355342	25.95	None
9780822355946	21.95	None
9780822358695	24.95	None
9780822360049	23.95	None
9780822360049	23.95	None
9780822360049	23.95	None
9780822360094	25.95	None
9780822360407	23.95	None
9780822361237	24.95	None
9780822361237	24.95	None
9780822361596	23.95	None
9780822361596	23.95	None
9780822361664	22.95	None
9780822361961	25.95	None
9780822362326	24.95	None
9780822362876	22.95	None
9780822368175	12.0	None
9780822369004	23.95	None
9780851703107	5.25	None
9780851703107	5.25	None
9780853459910	22.0	None
9780860916642	8.0	None
9780860916642	8.0	None
9780860916642	8.0	None
9780865716100	19.95	None
9780865716568	18.95	None
9780865717138	17.95	None
9780865717879	32.95	None
9780865718104	19.95	None
9780865718319	29.99	None
9780872865457	15.95	None
9780914093114	17.0	None
9780930741815	25.0	None
9780934266352	13.0	None
9780934868075	10.0	None
9780935028041	24.95	None
9780936756097	12.95	None
9780942299496	8.95	None
9780942299496	8.95	None
9780942299496	8.95	None
9780948462665	18.95	None
9780948462665	18.95	None
9780948462665	18.95	None
9780974693514	14.0	None
9780976605485	39.95	None
9780977191109	15.0	None
9780981559391	21.95	None
9780981755618	9.95	None
9780986000799	16.95	None
9780986183515	30.0	None
9780988716254	14.0	None
9780989763769	17.95	None
9780996959506	28.95	None
9781101873441	15.95	None
9781250065667	16.0	None
9781401245252	19.99	None
9781419704420	24.95	None
9781439165324	16.0	None
9781439907092	32.95	None
9781439912089	39.5	None
9781439913000	40.0	None
9781479103218	15.0	None
9781479806652	39.95	None
9781479806898	22.0	None
9781479825172	25.0	None
9781509503414	19.95	None
9781551640266	9.95	None
9781551641782	24.99	None
9781551642963	6.95	None
9781555838508	9.95	None
9781560259350	18.99	None
9781560973577	22.95	None
9781560977483	18.95	None
9781560978473	14.95	None
9781560983705	19.95	None
9781560983705	19.95	None
9781560983705	19.95	None
9781565844711	15.95	None
9781565848887	25.0	None
9781570270727	14.0	None
9781570272974	6.95	None
9781570272974	6.95	None
9781570273124	16.0	None
9781570273124	16.0	None
9781570273124	16.0	None
9781579129811	19.99	None
9781579510107	12.95	None
9781583670934	15.0	None
9781583676257	26.0	None
9781585424269	12.0	None
9781592131303	22.95	None
9781594204807	29.95	None
9781595580382	14.95	None
9781595580641	17.95	None
9781595584946	19.95	None
9781595586780	26.95	None
9781604860528	20.0	None
9781604863963	17.95	None
9781604864069	14.95	None
9781604865318	20.0	None
9781604867619	12.0	None
9781606993958	19.99	None
9781608465330	19.95	None
9781609804206	14.95	None
9781613320105	19.95	None
9781617750144	18.95	None
9781620490723	7.0	None
9781625174871	18.0	None
9781625174871	18.0	None
9781626254060	15.95	None
9781629631172	15.95	None
9781629634500	22.0	None
9781629797403	16.95	None
9781630762612	18.95	None
9781680452532	24.99	None
9781770462793	29.95	None
9781780320496	24.95	None
9781781680193	17.95	None
9781781685815	26.95	None
9781783606108	12.95	None
9781784785956	24.95	None
9781844675685	19.95	None
9781845200916	6.95	None
9781845200916	6.95	None
9781845200916	6.95	None
9781845201937	37.95	None
9781845201937	37.95	None
9781846091018	5.95	None
9781846091018	5.95	None
9781848192645	12.95	None
9781848192645	12.95	None
9781848192645	12.95	None
9781848192935	12.95	None
9781848312180	5.0	None
9781848312180	5.0	None
9781848315891	9.95	None
9781849350976	19.95	None
9781849351867	22.95	None
9781849352154	22.0	None
9781849352406	19.0	None
9781849352468	13.95	None
9781859841389	5.0	None
9781859841389	5.0	None
9781859842072	29.95	None
9781859844878	6.95	None
9781859844878	6.95	None
9781859844878	6.95	None
9781859845493	5.95	None
9781859845493	5.95	None
9781859845493	5.95	None
9781859845493	5.95	None
9781859845981	7.95	None
9781861890917	25.0	None
9781861890917	25.0	None
9781861892881	5.95	None
9781861892881	5.95	None
9781861892881	5.95	None
9781861892898	19.95	None
9781861892898	19.95	None
9781861892898	19.95	None
9781873176474	10.95	None
9781873176474	10.95	None
9781876175603	9.95	None
9781876175856	11.95	None
9781881322146	29.95	None
9781882863600	15.95	None
9781884365775	16.95	None
9781889307084	19.99	None
9781889307305	29.99	None
9781894037303	10.95	None
9781894037303	10.95	None
9781894037549	21.95	None
9781894037549	21.95	None
9781894037549	21.95	None
9781894037587	14.95	None
9781894037587	14.95	None
9781894037617	14.95	None
9781894037822	21.95	None
9781894037921	18.95	None
9781894946223	7.0	None
9781897299210	14.95	None
9781897299906	19.95	None
9781900850520	10.2	None
9781902593678	10.95	None
9781902593692	18.95	None
9781902593777	6.95	None
9781902593777	6.95	None
9781902593777	6.95	None
9781902593777	6.95	None
9781902593821	28.0	None
9781902593821	28.0	None
9781902593883	12.0	None
9781902593883	12.0	None
9781902593883	12.0	None
9781902593944	15.95	None
9781902593944	15.95	None
9781902593944	15.95	None
9781904859994	24.95	None
9781904859994	24.95	None
9781908211422	39.95	None
9781908714473	14.95	None
9781925240344	13.95	None
9781926662909	20.0	None
9781932360806	19.95	None
9781932857184	9.95	None
9781933354866	17.95	None
9781933609010	10.95	None
9781934170298	19.95	None
9781938584350	24.95	None
9781939681690	15.95	None
9781941861202	5.0	None
9781974250509	11.11	None
9781974250509	11.11	None
9781974250509	11.11	None
9781974250509	11.11	None
9781974250509	11.11	None
9782903383879	8.0	None
9782980576386	16.95	None
9783775723299	9.95	None
9786070739484	16.95	None
9786070739583	12.95	None
9786070739583	12.95	None
9786073139250	13.95	None
9788439730484	6.95	None
9788466659888	25.95	None
9789063694517	19.95	None
9781558611566	10.95	None
1990000000263	12.0	None
1990000002298	6.0	None
9780060959470	14.99	None
9780060959470	14.99	None
9780060959494	13.99	None
9780061650758	25.99	None
9780061806469	15.99	None
9780061997761	15.99	None
9780062364685	27.99	None
9780062389657	16.99	None
9780062692313	10.0	None
9780140281132	17.0	None
9780140390445	14.0	None
9780140445688	20.0	None
9780140445688	20.0	None
9780140445695	18.0	None
9780140445701	20.0	None
9780140447576	8.0	None
9780140447576	8.0	None
9780140587647	20.0	None
9780140587647	20.0	None
9780140587647	20.0	None
9780141033914	22.0	None
9780142001615	18.0	None
9780142001615	18.0	None
9780142001615	18.0	None
9780143035831	15.0	None
9780143036531	15.0	None
9780143037248	17.0	None
9780143109785	17.0	None
9780143118077	17.0	None
9780143121237	18.0	None
9780143122777	17.0	None
9780143124405	18.0	None
9780143131298	17.0	None
9780153022517	5.0	None
9780153022517	5.0	None
9780153022517	5.0	None
9780156033077	15.95	None
9780156701532	19.0	None
9780156767507	14.0	None
9780190230852	17.95	None
9780190677961	27.95	None
9780190677961	27.95	None
9780190690519	19.95	None
9780195143676	32.95	None
9780199737239	18.95	None
9780199737239	18.95	None
9780199737239	18.95	None
9780199829880	19.95	None
9780199844395	15.95	None
9780226025988	19.0	None
9780226245348	22.5	None
9780226245348	22.5	None
9780226306728	21.0	None
9780226422640	16.0	None
9780226674490	30.0	None
9780231105927	29.95	None
9780231139359	12.95	None
9780252070679	22.95	None
9780252070679	22.95	None
9780252071874	26.0	None
9780252072208	23.0	None
9780252072697	22.0	None
9780252078118	21.95	None
9780252079283	30.0	None
9780253210876	14.95	None
9780262014984	27.95	None
9780262014984	27.95	None
9780262072861	32.95	None
9780262072861	32.95	None
9780262072861	32.95	None
9780262512497	5.75	None
9780262518109	19.95	None
9780262529860	15.95	None
9780262529860	15.95	None
9780262529877	17.95	None
9780262534420	18.95	None
9780262550659	13.95	None
9780262562362	20.95	None
9780262611497	7.75	None
9780262611497	7.75	None
9780262631860	5.75	None
9780262631860	5.75	None
9780262631860	5.75	None
9780262633376	28.95	None
9780262692267	22.0	None
9780262692267	22.0	None
9780262720427	24.95	None
9780262720427	24.95	None
9780292754188	24.95	None
9780295987965	5.0	None
9780300085020	14.95	None
9780300172317	25.0	None
9780300188288	18.0	None
9780300211467	32.5	None
9780307275929	14.95	None
9780307275929	14.95	None
9780307275936	14.95	None
9780307275967	16.95	None
9780307387288	19.95	None
9780307390431	16.95	None
9780307390677	16.0	None
9780312174910	24.99	None
9780312203603	20.0	None
9780312427993	19.0	None
9780312429249	14.0	None
9780312429270	18.0	None
9780312571290	32.99	None
9780312626686	16.0	None
9780316091015	25.99	None
9780316091060	20.99	None
9780316312479	27.0	None
9780345455826	17.0	None
9780345802804	15.95	None
9780345805102	16.0	None
9780374189976	27.0	None
9780374508845	24.0	None
9780374537197	16.0	None
9780375713712	12.0	None
9780375714610	15.0	None
9780385527460	16.0	None
9780385529969	18.0	None
9780387794754	8.95	None
9780393327540	15.95	None
9780393327540	15.95	None
9780393328493	15.95	None
9780393329773	17.95	None
9780393340518	17.95	None
9780393340518	17.95	None
9780393351644	15.95	None
9780393352191	16.95	None
9780393354324	18.95	None
9780393730944	18.95	None
9780394740676	15.95	None
9780399184352	28.0	None
9780399589607	28.0	None
9780399589607	28.0	None
9780399590566	28.0	None
9780399590566	28.0	None
9780399590566	28.0	None
9780415039499	19.95	None
9780415113199	45.95	None
9780415318983	20.0	None
9780415902571	29.95	None
9780415908115	6.95	None
9780415913935	12.95	None
9780415918251	24.95	None
9780415968164	19.95	None
9780425277973	16.0	None
9780440539810	20.0	None
9780451234216	9.99	None
9780452011502	13.95	None
9780452011502	13.95	None
9780465003365	17.99	None
9780465015153	8.95	None
9780465031382	16.99	None
9780465049660	19.99	None
9780465083619	16.99	None
9780465093229	16.99	None
9780472068678	22.95	None
9780486437873	6.0	None
9780486437873	6.0	None
9780486437873	6.0	None
9780517582251	14.95	None
9780520082649	24.95	None
9780520213821	24.95	None
9780520224810	29.95	None
9780520229174	19.95	None
9780520242418	21.95	None
9780520243842	17.95	10.77
9780520248786	19.95	None
9780520250024	34.95	None
9780520257139	31.95	None
9780520262478	29.95	None
9780520275973	26.95	None
9780520279025	27.95	None
9780521584357	5.0	None
9780521584357	5.0	None
9780525429845	28.0	None
9780525434696	15.0	None
9780525434696	15.0	None
9780525434696	15.0	None
9780525435136	15.95	None
9780525952077	26.95	None
9780544387669	27.0	None
9780544663329	26.0	None
9780578090511	5.99	None
9780578090511	5.99	None
9780615376257	20.0	None
9780615559773	20.0	None
9780615580395	15.0	None
9780618159413	25.0	None
9780671201531	28.0	None
9780674048522	27.95	None
9780674050563	26.95	None
9780674052291	12.95	None
9780674055810	29.95	None
9780674088702	17.95	None
9780674177642	34.0	None
9780674416758	15.95	None
9780674430006	39.95	None
9780679721109	15.95	None
9780679721123	13.95	None
9780679721130	15.95	None
9780679724674	17.0	None
9780679741954	16.95	None
9780679744719	15.95	None
9780679744726	13.95	None
9780679744733	14.0	None
9780679758693	16.95	None
9780679771265	17.0	None
9780684832074	25.0	None
9780684856575	22.0	None
9780691137476	24.95	None
9780691150697	17.95	None
9780691178479	17.95	None
9780692213995	18.95	None
9780692424285	20.0	None
9780692436301	19.95	None
9780708315828	6.95	None
9780738535210	21.99	None
9780738826240	16.0	None
9780739190654	39.99	None
9780743456081	15.95	None
9780743474351	30.0	None
9780745320106	20.0	None
9780745321998	16.95	None
9780745329253	31.0	None
9780759103061	30.95	None
9780762448845	20.0	None
9780767915472	17.95	None
9780767915472	17.95	None
9780786712052	14.0	None
9780786717316	14.95	None
9780786717750	28.95	None
9780786717750	28.95	None
9780786719938	8.95	None
9780786719938	8.95	None
9780786719938	8.95	None
9780787965334	28.0	None
9780801472572	21.95	None
9780801479205	21.95	None
9780801479519	15.95	None
9780801484650	28.95	None
9780801484650	28.95	None
9780801486760	8.95	None
9780801487125	28.5	None
9780801487125	28.5	None
9780801487125	28.5	None
9780801487347	28.95	None
9780801487347	28.95	None
9780801487620	18.95	None
9780801488801	12.95	None
9780801488801	12.95	None
9780801488870	18.0	10.8
9780801488948	21.95	None
9780802124616	16.0	None
9780802124685	20.0	None
9780802130907	16.0	None
9780802141323	16.0	None
9780802141323	16.0	None
9780802150271	16.0	None
9780802715562	5.0	None
9780804137416	26.0	None
9780804171359	15.0	None
9780804830546	16.95	None
9780805059106	19.0	None
9780805081244	15.0	None
9780805083354	17.0	None
9780805090833	15.0	None
9780805098075	28.0	None
9780805098297	17.0	None
9780805202410	16.0	None
9780805208023	16.0	None
9780805212136	16.0	None
9780807006238	15.0	None
9780807006238	15.0	None
9780807009604	8.95	None
9780807014172	23.0	None
9780807023815	15.0	None
9780807023815	15.0	None
9780807033173	26.0	None
9780807044650	20.0	None
9780807047354	15.0	None
9780807047354	15.0	None
9780807061046	18.0	None
9780807061152	18.0	None
9780807061879	19.0	None
9780807084861	16.0	None
9780807742044	11.4	None
9780807742044	11.4	None
9780807829813	52.5	None
9780807854600	37.5	None
9780807854600	37.5	None
9780807854600	37.5	None
9780809318681	5.0	None
9780812215939	24.95	None
9780812217193	24.95	None
9780812220179	24.95	None
9780812221640	20.0	None
9780812221916	26.5	None
9780812223743	5.0	None
9780812241068	34.95	None
9780812699050	19.95	None
9780812981568	16.0	None
9780812983623	16.0	None
9780812993547	25.0	None
9780812993547	25.0	None
9780812995305	16.0	None
9780813366531	14.5	None
